MUNICIPALITY,BIOME,STATE,COUNTRY,SOY_EQUIVALENT_TONS
Mateiros,CERRADO,TOCANTINS,Netherlands,230.629415018197
Mateiros,CERRADO,TOCANTINS,Spain,1.23034640667702
Miracema Do Tocantins,CERRADO,TOCANTINS,Germany,0.649127893694494
Miracema Do Tocantins,CERRADO,TOCANTINS,Netherlands,8.95731580509032
Miracema Do Tocantins,CERRADO,TOCANTINS,Spain,16.2281973423624
Miracema Do Tocantins,CERRADO,TOCANTINS,Spain,178.510170765986
Miracema Do Tocantins,CERRADO,TOCANTINS,Netherlands,36.6757259937389
Miracema Do Tocantins,CERRADO,TOCANTINS,Spain,3328.95204763985
Miranorte,CERRADO,TOCANTINS,Germany,393.588035130299
Miranorte,CERRADO,TOCANTINS,Netherlands,8.746787979316
Miranorte,CERRADO,TOCANTINS,Spain,470.013955971895
Miranorte,CERRADO,TOCANTINS,France,840.387946168051
Miranorte,CERRADO,TOCANTINS,Netherlands,587.418313150254
Miranorte,CERRADO,TOCANTINS,Spain,46.5254679750851
Monte Do Carmo,CERRADO,TOCANTINS,Germany,9120.37611829754
Monte Do Carmo,CERRADO,TOCANTINS,Germany,6056.93826314997
Monte Do Carmo,CERRADO,TOCANTINS,Netherlands,7610.16033104765
Monte Do Carmo,CERRADO,TOCANTINS,Spain,34.2620807752183
Natividade,CERRADO,TOCANTINS,Netherlands,19.6976664690846
Natividade,CERRADO,TOCANTINS,Netherlands,22.5908287218322
Natividade,CERRADO,TOCANTINS,Netherlands,22.7124330368166
Natividade,CERRADO,TOCANTINS,Netherlands,28.3905412960207
Nova Rosalandia,CERRADO,TOCANTINS,Germany,0.486845940340685
Nova Rosalandia,CERRADO,TOCANTINS,Netherlands,6.71798713076112
Nova Rosalandia,CERRADO,TOCANTINS,Spain,12.1711485085171
Nova Rosalandia,CERRADO,TOCANTINS,Spain,133.882633593688
Nova Rosalandia,CERRADO,TOCANTINS,Netherlands,27.5067956292487
Nova Rosalandia,CERRADO,TOCANTINS,Spain,2496.71413865483
Novo Acordo,CERRADO,TOCANTINS,Germany,472.854510189994
Novo Acordo,CERRADO,TOCANTINS,Netherlands,10.5083431825512
Novo Acordo,CERRADO,TOCANTINS,Spain,564.672192994829
Novo Acordo,CERRADO,TOCANTINS,France,1009.63747671678
Novo Acordo,CERRADO,TOCANTINS,Netherlands,705.721144824287
Novo Acordo,CERRADO,TOCANTINS,Spain,55.8954424603788
Oliveira De Fatima,CERRADO,TOCANTINS,Germany,220.858920336138
Oliveira De Fatima,CERRADO,TOCANTINS,Netherlands,4.90819328103129
Oliveira De Fatima,CERRADO,TOCANTINS,Spain,263.744742201078
Oliveira De Fatima,CERRADO,TOCANTINS,France,471.577278493067
Oliveira De Fatima,CERRADO,TOCANTINS,Netherlands,329.625300690582
Oliveira De Fatima,CERRADO,TOCANTINS,Spain,26.1074110693154
Palmas,CERRADO,TOCANTINS,Germany,2437.22150071479
Palmas,CERRADO,TOCANTINS,Germany,1618.58458159802
Palmas,CERRADO,TOCANTINS,Netherlands,2033.64928618517
Palmas,CERRADO,TOCANTINS,Spain,9.15579344990612
Palmeirante,CERRADO,TOCANTINS,Spain,3883.53763043609
Palmeirante,CERRADO,TOCANTINS,France,581.675826593692
Palmeirante,CERRADO,TOCANTINS,Netherlands,73.8408877758423
Palmeirante,CERRADO,TOCANTINS,Spain,248.827494155334
Palmeiropolis,CERRADO,TOCANTINS,Germany,1087.24569557461
Palmeiropolis,CERRADO,TOCANTINS,France,250.270230187885
Palmeiropolis,CERRADO,TOCANTINS,Spain,81.0741353294846
Palmeiropolis,CERRADO,TOCANTINS,Italy,33.3883607272856
Palmeiropolis,CERRADO,TOCANTINS,Spain,641.77667497596
Paraiso Do Tocantins,CERRADO,TOCANTINS,Germany,1838.64408170908
Paraiso Do Tocantins,CERRADO,TOCANTINS,Netherlands,40.8605661673872
Paraiso Do Tocantins,CERRADO,TOCANTINS,Spain,2195.66730015638
Paraiso Do Tocantins,CERRADO,TOCANTINS,France,3925.86711394822
Paraiso Do Tocantins,CERRADO,TOCANTINS,Netherlands,2744.12103153413
Paraiso Do Tocantins,CERRADO,TOCANTINS,Spain,217.34343706057
Pedro Afonso,CERRADO,TOCANTINS,Germany,2239.3038052659
Pedro Afonso,CERRADO,TOCANTINS,Netherlands,49.7645097352924
Pedro Afonso,CERRADO,TOCANTINS,Spain,2674.12610697758
Pedro Afonso,CERRADO,TOCANTINS,France,4781.35450720881
Pedro Afonso,CERRADO,TOCANTINS,Netherlands,3342.09362712149
Pedro Afonso,CERRADO,TOCANTINS,Spain,264.704839017513
Peixe,CERRADO,TOCANTINS,Germany,6360.84911833605
Peixe,CERRADO,TOCANTINS,France,1464.18714694937
Peixe,CERRADO,TOCANTINS,Spain,474.318127291241
Peixe,CERRADO,TOCANTINS,Italy,195.336091703356
Peixe,CERRADO,TOCANTINS,Spain,3754.66613830283
Peixe,CERRADO,TOCANTINS,Germany,2.31048974036889
Peixe,CERRADO,TOCANTINS,Netherlands,31.8824479273503
Peixe,CERRADO,TOCANTINS,Spain,57.7622435092222
Peixe,CERRADO,TOCANTINS,Spain,635.384678601444
Peixe,CERRADO,TOCANTINS,Netherlands,130.542670330842
Peixe,CERRADO,TOCANTINS,Spain,11848.989431768
Peixe,CERRADO,TOCANTINS,Spain,4377.42775920009
Peixe,CERRADO,TOCANTINS,Spain,1205.86295096607
Peixe,CERRADO,TOCANTINS,Netherlands,808.433435918213
Pium,CERRADO,TOCANTINS,Germany,1568.96927078892
Pium,CERRADO,TOCANTINS,Netherlands,34.8675272943944
Pium,CERRADO,TOCANTINS,Spain,1873.62772223934
Pium,CERRADO,TOCANTINS,France,3350.05829799318
Pium,CERRADO,TOCANTINS,Netherlands,2341.63948130766
Pium,CERRADO,TOCANTINS,Spain,185.465570714864
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,Germany,39.5804497081197
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,Netherlands,0.879604486981653
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,Spain,47.266080485148
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,France,84.5120528818992
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,Netherlands,59.0726315996244
Ponte Alta Do Tocantins,CERRADO,TOCANTINS,Spain,4.67874727117901
Porto Naciona,CERRADO,TOCANTINS,Netherlands,116.0611924736
Porto Naciona,CERRADO,TOCANTINS,Spain,19417.4189702449
Porto Naciona,CERRADO,TOCANTINS,Netherlands,17195.0705674495
Porto Naciona,CERRADO,TOCANTINS,Netherlands,33975.3304137805
Porto Naciona,CERRADO,TOCANTINS,Spain,181.249324536339
Presidente Kennedy,CERRADO,TOCANTINS,Germany,0.0984510313638983
Presidente Kennedy,CERRADO,TOCANTINS,Netherlands,1.35852578179043
Presidente Kennedy,CERRADO,TOCANTINS,Spain,2.46127578409746
Presidente Kennedy,CERRADO,TOCANTINS,Spain,27.074033625072
Presidente Kennedy,CERRADO,TOCANTINS,Netherlands,5.56248327206026
Presidente Kennedy,CERRADO,TOCANTINS,Spain,504.890893820303
Pugmil,CERRADO,TOCANTINS,Germany,0.178510164745041
Pugmil,CERRADO,TOCANTINS,Netherlands,2.46326176331683
Pugmil,CERRADO,TOCANTINS,Spain,4.46275411862604
Pugmil,CERRADO,TOCANTINS,Spain,49.0902953048864
Pugmil,CERRADO,TOCANTINS,Netherlands,10.0858243080948
Pugmil,CERRADO,TOCANTINS,Spain,915.461782223475
Recursolandia,CERRADO,TOCANTINS,Germany,341.97517319679
Recursolandia,CERRADO,TOCANTINS,Netherlands,7.59978471691079
Recursolandia,CERRADO,TOCANTINS,Spain,408.379040143295
Recursolandia,CERRADO,TOCANTINS,France,730.184324196166
Recursolandia,CERRADO,TOCANTINS,Netherlands,510.387667938181
Recursolandia,CERRADO,TOCANTINS,Spain,40.4243867920787
Rio Dos Bois,CERRADO,TOCANTINS,Germany,1.51733644047248
Rio Dos Bois,CERRADO,TOCANTINS,Netherlands,20.9377255420798
Rio Dos Bois,CERRADO,TOCANTINS,Spain,37.933411011812
Rio Dos Bois,CERRADO,TOCANTINS,Spain,417.267521129933
Rio Dos Bois,CERRADO,TOCANTINS,Netherlands,85.7295088866952
Rio Dos Bois,CERRADO,TOCANTINS,Spain,7781.42535474943
Rio Sono,CERRADO,TOCANTINS,Germany,99.7427457956953
Rio Sono,CERRADO,TOCANTINS,Netherlands,2.21660358567795
Rio Sono,CERRADO,TOCANTINS,Spain,119.11053778709
Rio Sono,CERRADO,TOCANTINS,France,212.970400019037
Rio Sono,CERRADO,TOCANTINS,Netherlands,148.863050333543
Rio Sono,CERRADO,TOCANTINS,Spain,11.79044460467
Sandolandia,CERRADO,TOCANTINS,Germany,61.8720968220826
Sandolandia,CERRADO,TOCANTINS,France,14.2421754134295
Sandolandia,CERRADO,TOCANTINS,Spain,4.61370118206947
Sandolandia,CERRADO,TOCANTINS,Italy,1.90003777072436
Sandolandia,CERRADO,TOCANTINS,Spain,36.5217068542002
Santa Maria Do Tocantins,CERRADO,TOCANTINS,Germany,1741.54002211789
Santa Maria Do Tocantins,CERRADO,TOCANTINS,Netherlands,38.7026026487712
Santa Maria Do Tocantins,CERRADO,TOCANTINS,Spain,2079.7078219312
Santa Maria Do Tocantins,CERRADO,TOCANTINS,France,3718.53082849077
Santa Maria Do Tocantins,CERRADO,TOCANTINS,Netherlands,2599.19614105515
Santa Maria Do Tocantins,CERRADO,TOCANTINS,Spain,205.86490770623
Santa Rita Do Tocantins,CERRADO,TOCANTINS,Germany,997.427457956953
Santa Rita Do Tocantins,CERRADO,TOCANTINS,Netherlands,22.1660358567795
Santa Rita Do Tocantins,CERRADO,TOCANTINS,Spain,1191.1053778709
Santa Rita Do Tocantins,CERRADO,TOCANTINS,France,2129.70400019037
Santa Rita Do Tocantins,CERRADO,TOCANTINS,Netherlands,1488.63050333543
Santa Rita Do Tocantins,CERRADO,TOCANTINS,Spain,117.9044460467
Santa Rosa Do Tocantins,CERRADO,TOCANTINS,Netherlands,589.139330943777
Santa Rosa Do Tocantins,CERRADO,TOCANTINS,Netherlands,675.671188743821
Santa Rosa Do Tocantins,CERRADO,TOCANTINS,Netherlands,679.308263464433
Santa Rosa Do Tocantins,CERRADO,TOCANTINS,Netherlands,849.135329330541
Sao Bento Do Tocantins,CERRADO,TOCANTINS,Spain,224.050213806574
Sao Bento Do Tocantins,CERRADO,TOCANTINS,France,33.5582156570473
Sao Bento Do Tocantins,CERRADO,TOCANTINS,Netherlands,4.26005056940493
Sao Bento Do Tocantins,CERRADO,TOCANTINS,Spain,14.3554301700423
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Spain,293.155409104876
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Spain,80.7563862069237
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Netherlands,54.1406158314242
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Netherlands,206.61931428483
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Netherlands,236.967234010025
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Netherlands,238.242806434585
Sao Valerio Da Natividade,CERRADO,TOCANTINS,Netherlands,297.803508043232
Silvanopolis,CERRADO,TOCANTINS,Netherlands,2491.92564050117
Silvanopolis,CERRADO,TOCANTINS,Netherlands,3114.90705062646
Sucupira,CERRADO,TOCANTINS,Spain,3343.80750442132
Sucupira,CERRADO,TOCANTINS,Spain,921.128527197168
Sucupira,CERRADO,TOCANTINS,Netherlands,617.542067751316
Taguatinga,CERRADO,TOCANTINS,Netherlands,30.4418489848033
Taguatinga,CERRADO,TOCANTINS,Netherlands,34.9130998573321
Taguatinga,CERRADO,TOCANTINS,Netherlands,35.1010338036432
Taguatinga,CERRADO,TOCANTINS,Netherlands,43.8762922545539
Talisma,CERRADO,TOCANTINS,Germany,3867.00771483216
Talisma,CERRADO,TOCANTINS,France,890.136346244988
Talisma,CERRADO,TOCANTINS,Spain,288.356447920239
Talisma,CERRADO,TOCANTINS,Italy,118.752411753423
Talisma,CERRADO,TOCANTINS,Spain,2282.6076602858
Tupirama,CERRADO,TOCANTINS,Germany,1877.06351262002
Tupirama,CERRADO,TOCANTINS,Netherlands,41.7143690944827
Tupirama,CERRADO,TOCANTINS,Spain,2241.54691817542
Tupirama,CERRADO,TOCANTINS,France,4007.90016311219
Tupirama,CERRADO,TOCANTINS,Netherlands,2801.46087747336
Tupirama,CERRADO,TOCANTINS,Spain,221.884941991929
Tupiratins,CERRADO,TOCANTINS,Germany,147.767054014425
Tupiratins,CERRADO,TOCANTINS,Netherlands,3.28385767967879
Tupiratins,CERRADO,TOCANTINS,Spain,176.460083692942
Tupiratins,CERRADO,TOCANTINS,France,315.51175328126
Tupiratins,CERRADO,TOCANTINS,Netherlands,220.53788698023
Tupiratins,CERRADO,TOCANTINS,Spain,17.4673280833978
Wanderlandia,CERRADO,TOCANTINS,Spain,216.581902902462
Wanderlandia,CERRADO,TOCANTINS,France,32.4396128953893
Wanderlandia,CERRADO,TOCANTINS,Netherlands,4.11804944573261
Wanderlandia,CERRADO,TOCANTINS,Spain,13.876917724771
Agua Limpa,MATA ATLANTICA,GOIAS,Netherlands,34.5835589036181
Agua Limpa,MATA ATLANTICA,GOIAS,Netherlands,1.65530639765574
Agua Limpa,MATA ATLANTICA,GOIAS,Germany,0.56487211590889
Buriti Alegre,MATA ATLANTICA,GOIAS,Netherlands,3664.2902891115
Buriti Alegre,MATA ATLANTICA,GOIAS,Netherlands,175.387477481373
Buriti Alegre,MATA ATLANTICA,GOIAS,Germany,59.8508503616804
Cachoeira Dourada,MATA ATLANTICA,GOIAS,Italy,956.231676605952
Cachoeira Dourada,MATA ATLANTICA,GOIAS,Netherlands,6035.88707835221
Gouvelandia,MATA ATLANTICA,GOIAS,Italy,719.91301061928
Gouvelandia,MATA ATLANTICA,GOIAS,Netherlands,4544.20591227203
Inaciolandia,MATA ATLANTICA,GOIAS,Italy,1575.07721502644
Inaciolandia,MATA ATLANTICA,GOIAS,Netherlands,9942.13896294381
Paranaiguara,MATA ATLANTICA,GOIAS,Italy,164.070524136358
Paranaiguara,MATA ATLANTICA,GOIAS,Netherlands,1035.6393547724
Quirinopolis,MATA ATLANTICA,GOIAS,France,1.4752940568364
Quirinopolis,MATA ATLANTICA,GOIAS,Netherlands,109.461731443568
Quirinopolis,MATA ATLANTICA,GOIAS,Slovenia,18.5114399886617
Quirinopolis,MATA ATLANTICA,GOIAS,Netherlands,9.53901103598461
Quirinopolis,MATA ATLANTICA,GOIAS,Finland,4.99331673466578
Quirinopolis,MATA ATLANTICA,GOIAS,Netherlands,12.7580694153451
Quirinopolis,MATA ATLANTICA,GOIAS,Spain,124.295385128015
Amambai,MATA ATLANTICA,MATO GROSSO DO SUL,Romania,1163.37390712024
Amambai,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,889.039394151728
Amambai,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,404.784518460815
Amambai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,380.275309507669
Amambai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,3.94911725327624
Anaurilandia,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,216.231596776371
Anaurilandia,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,17.173342117831
Anaurilandia,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1.64932516349002
Anaurilandia,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,38.9577199714873
Angelica,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,78.9715173540227
Angelica,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,6.2720014341265
Angelica,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,0.602362063235763
Angelica,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,14.2280328345504
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,76.2747195807376
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Denmark,111.409923881433
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,1243.60748755719
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,3184.24543122277
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1501.84916036363
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,119.278448778122
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,11.4554840683893
Aral Moreira,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,270.58311505404
Bataypora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,401.125299591638
Bataypora,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,31.8577955520949
Bataypora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,3.05961783657908
Bataypora,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,72.2693969241299
Caarapo,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,745.061148997664
Coronel Sapucaia,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,14.9186526713723
Coronel Sapucaia,MATA ATLANTICA,MATO GROSSO DO SUL,Denmark,21.7907842554805
Coronel Sapucaia,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,243.238497215911
Coronel Sapucaia,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,622.809914870056
Deodapolis,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,55.6045758404642
Douradina,MATA ATLANTICA,MATO GROSSO DO SUL,Romania,217.421794684837
Douradina,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,166.151689872833
Douradina,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,75.6497768479616
Douradina,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,71.069275115643
Douradina,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,0.738046603394748
Dourados,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,105.545299559963
Dourados,MATA ATLANTICA,MATO GROSSO DO SUL,Germany,14843.7906790353
Dourados,MATA ATLANTICA,MATO GROSSO DO SUL,Ireland,2417.22228478607
Eldorado,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,126.451788886009
Eldorado,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,10.0429348176949
Eldorado,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,0.96452193151826
Eldorado,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,22.782393760934
Fatima Do Sul,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,56.9387403127214
Gloria De Dourados,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,8.75671492567486
Iguatemi,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,454.980060623262
Iguatemi,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,36.1349976338362
Iguatemi,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,3.47039967358814
Iguatemi,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,81.9722281970785
Itapora,MATA ATLANTICA,MATO GROSSO DO SUL,Romania,1317.91620509996
Itapora,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,1007.13916424783
Itapora,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,458.555992349547
Itapora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,430.790986227406
Itapora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,4.47371699853216
Itaquirai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,948.595575686631
Itaquirai,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,75.3384639228986
Itaquirai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,7.23549460985264
Itaquirai,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,170.905276355199
Ivinhema,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,314.075556913763
Ivinhema,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,24.9442129186448
Ivinhema,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,2.39563841259862
Ivinhema,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,56.5859373863364
Japora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,57.5573205289831
Japora,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,4.5712632731106
Japora,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,0.439023429076792
Japora,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,10.3699089721669
Jatei,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,414.496118711624
Jatei,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,32.9197201485295
Jatei,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,3.16160491321282
Jatei,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,74.6783724616159
Juti,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,97.2821853162371
Laguna Carapa,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,808.246081175907
Mundo Novo,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,212.192512037217
Mundo Novo,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,16.8525537358253
Mundo Novo,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1.61851669610102
Mundo Novo,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,38.2300116506177
Navirai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,315.086996167982
Navirai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1112.40250409515
Navirai,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,88.3481834309128
Navirai,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,8.48494609153225
Navirai,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,200.417820041996
Novo Horizonte Do Sul,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,183.46606735538
Novo Horizonte Do Sul,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,14.5710691160713
Novo Horizonte Do Sul,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1.39940326042512
Novo Horizonte Do Sul,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,33.0544646705488
Paranhos,MATA ATLANTICA,MATO GROSSO DO SUL,France,171.798285242668
Paranhos,MATA ATLANTICA,MATO GROSSO DO SUL,Germany,181.468004654555
Paranhos,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,82.390456388088
Sete Quedas,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,636.043596875537
Sete Quedas,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,50.5152551886118
Sete Quedas,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,4.85147742070488
Sete Quedas,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,114.593836914414
Tacuru,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,380.697614282749
Tacuru,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,30.2354071790962
Tacuru,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,2.90380390413771
Tacuru,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,68.5890095256482
Taquarussu,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,160.171551099329
Taquarussu,MATA ATLANTICA,MATO GROSSO DO SUL,Italy,12.7209939970855
Taquarussu,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,1.2217223275494
Taquarussu,MATA ATLANTICA,MATO GROSSO DO SUL,Spain,28.8575699766016
Vicentina,MATA ATLANTICA,MATO GROSSO DO SUL,Netherlands,25.4782577033863
Arapora,MATA ATLANTICA,MINAS GERAIS,France,0.799902795959979
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,0.0756972277186713
Arapora,MATA ATLANTICA,MINAS GERAIS,France,6.34980047883933
Arapora,MATA ATLANTICA,MINAS GERAIS,Denmark,1.56797852641011
Arapora,MATA ATLANTICA,MINAS GERAIS,Italy,2.85585605642153
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,5.25921003710678
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,1.72293678572818
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,42.3708716175486
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,2.15367098216023
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,2.39833583729016
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,5.02523229170719
Arapora,MATA ATLANTICA,MINAS GERAIS,Netherlands,4.30734196432045
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,France,13.3045067681926
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,1.25904582857197
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,France,105.61403694808
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Denmark,26.0796449548197
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Italy,47.5004668361539
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,87.4746230259879
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,28.657012130303
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,704.740064739186
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,35.8212651628788
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,39.8906911449552
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,83.5829520467172
Cachoeira Dourada,MATA ATLANTICA,MINAS GERAIS,Netherlands,71.6425303257576
Canapolis,MATA ATLANTICA,MINAS GERAIS,France,14.6920939777186
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,1.39035741481659
Canapolis,MATA ATLANTICA,MINAS GERAIS,France,116.629002731399
Canapolis,MATA ATLANTICA,MINAS GERAIS,Denmark,28.7996091292756
Canapolis,MATA ATLANTICA,MINAS GERAIS,Italy,52.4545054470358
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,96.5977472562802
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,31.6457815892587
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,778.240594815997
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,39.5572269865733
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,44.0510718171816
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,92.3001963020044
Canapolis,MATA ATLANTICA,MINAS GERAIS,Netherlands,79.1144539731466
Carmo Da Cachoeira,MATA ATLANTICA,MINAS GERAIS,Netherlands,374.279513266727
Carrancas,MATA ATLANTICA,MINAS GERAIS,Netherlands,179.994356045026
Centralina,MATA ATLANTICA,MINAS GERAIS,France,16.9214153570867
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,1.60132485856656
Centralina,MATA ATLANTICA,MINAS GERAIS,France,134.32583543869
Centralina,MATA ATLANTICA,MINAS GERAIS,Denmark,33.1695501633247
Centralina,MATA ATLANTICA,MINAS GERAIS,Italy,60.4137487390132
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,111.255114918358
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,36.4475897978598
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,896.327805457762
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,45.5594872473247
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,50.7352106700269
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,106.305470243758
Centralina,MATA ATLANTICA,MINAS GERAIS,Netherlands,91.1189744946494
Ipiacu,MATA ATLANTICA,MINAS GERAIS,France,9.94828201573647
