MUNICIPALITY,BIOME,STATE,COUNTRY,SOY_EQUIVALENT_TONS
Goianapolis,CERRADO,GOIAS,Germany,10.8091067626781
Goianapolis,CERRADO,GOIAS,Ireland,10.143733866476
Goianapolis,CERRADO,GOIAS,Netherlands,7.93797659841231
Goianapolis,CERRADO,GOIAS,Netherlands,5.42890113797018
Goianapolis,CERRADO,GOIAS,Spain,2.97107712098526
Goianapolis,CERRADO,GOIAS,France,5.08268025483867
Goianapolis,CERRADO,GOIAS,Netherlands,15.8750959416438
Goianapolis,CERRADO,GOIAS,Netherlands,34.9252110716163
Goianapolis,CERRADO,GOIAS,Netherlands,19.0501151299725
Goianapolis,CERRADO,GOIAS,Netherlands,6.06779315734096
Goianapolis,CERRADO,GOIAS,Netherlands,0.71316283457112
Goianapolis,CERRADO,GOIAS,Netherlands,1.01880404938731
Goianapolis,CERRADO,GOIAS,Netherlands,11.4106053531379
Goiandira,CERRADO,GOIAS,Netherlands,267.147271261641
Goiandira,CERRADO,GOIAS,Netherlands,12.7867287594107
Goiandira,CERRADO,GOIAS,Germany,4.36346197906954
Goianesia,CERRADO,GOIAS,Netherlands,0.37213568179812
Goianesia,CERRADO,GOIAS,Italy,0.09303392044953
Goianesia,CERRADO,GOIAS,Netherlands,47.6301575999038
Goianesia,CERRADO,GOIAS,Netherlands,56.7086634006502
Goianesia,CERRADO,GOIAS,Germany,4.30412129567706
Goianesia,CERRADO,GOIAS,France,20.8395981806947
Goianesia,CERRADO,GOIAS,France,63.156816516831
Goianesia,CERRADO,GOIAS,Germany,6.97754403371475
Goianesia,CERRADO,GOIAS,Netherlands,14.4202576696771
Goianesia,CERRADO,GOIAS,Netherlands,1570.62986256097
Goianesia,CERRADO,GOIAS,Netherlands,525.280790569205
Goiania,CERRADO,GOIAS,France,1.26641442327066
Goiania,CERRADO,GOIAS,Germany,0.691899044160687
Goiania,CERRADO,GOIAS,Ireland,0.649308025217082
Goiania,CERRADO,GOIAS,Netherlands,0.508115845425378
Goiania,CERRADO,GOIAS,Netherlands,0.347508040273418
Goiania,CERRADO,GOIAS,Spain,0.190180878519517
Goiania,CERRADO,GOIAS,France,0.325346181447646
Goiania,CERRADO,GOIAS,Netherlands,1.01617681730262
Goiania,CERRADO,GOIAS,Netherlands,2.23558899806577
Goiania,CERRADO,GOIAS,Netherlands,1.21941218076315
Goiania,CERRADO,GOIAS,Netherlands,0.388403998397437
Goiania,CERRADO,GOIAS,Netherlands,0.0456500888005315
Goiania,CERRADO,GOIAS,Netherlands,0.0652144125721879
Goiania,CERRADO,GOIAS,Netherlands,0.730401420808505
Goias,CERRADO,GOIAS,France,50.8741725393783
Goias,CERRADO,GOIAS,Germany,27.7948440144532
Goias,CERRADO,GOIAS,Ireland,26.0838852583385
Goias,CERRADO,GOIAS,Netherlands,20.4119383948599
Goias,CERRADO,GOIAS,Netherlands,13.960030519893
Goias,CERRADO,GOIAS,Spain,7.63991206172851
Goias,CERRADO,GOIAS,France,13.0697483113377
Goias,CERRADO,GOIAS,Netherlands,40.8216724194091
Goias,CERRADO,GOIAS,Netherlands,89.8076793227002
Goias,CERRADO,GOIAS,Netherlands,48.986006903291
Goias,CERRADO,GOIAS,Netherlands,15.6028955974963
Goias,CERRADO,GOIAS,Netherlands,1.8338471604566
Goias,CERRADO,GOIAS,Netherlands,2.61978165779514
Goias,CERRADO,GOIAS,Netherlands,29.3415545673056
Goiatuba,CERRADO,GOIAS,Netherlands,165.52347670321
Goiatuba,CERRADO,GOIAS,Netherlands,621.419195814099
Guapo,CERRADO,GOIAS,France,9.13125854012128
Guapo,CERRADO,GOIAS,Germany,4.98881640938463
Guapo,CERRADO,GOIAS,Ireland,4.68172135557369
Guapo,CERRADO,GOIAS,Netherlands,3.66367996735917
Guapo,CERRADO,GOIAS,Netherlands,2.50564562610741
Guapo,CERRADO,GOIAS,Spain,1.3712657872801
Guapo,CERRADO,GOIAS,France,2.34585143950524
Guapo,CERRADO,GOIAS,Netherlands,7.3269642786473
Guapo,CERRADO,GOIAS,Netherlands,16.119321413024
Guapo,CERRADO,GOIAS,Netherlands,8.79235713437673
Guapo,CERRADO,GOIAS,Netherlands,2.80051874190149
Guapo,CERRADO,GOIAS,Netherlands,0.329151939173754
Guapo,CERRADO,GOIAS,Netherlands,0.470217055962506
Guapo,CERRADO,GOIAS,Netherlands,5.26643102678007
Heitorai,CERRADO,GOIAS,France,1.52187226632297
Heitorai,CERRADO,GOIAS,Germany,0.831467130391707
Heitorai,CERRADO,GOIAS,Ireland,0.780284761229083
Heitorai,CERRADO,GOIAS,Netherlands,0.610611659992809
Heitorai,CERRADO,GOIAS,Netherlands,0.417606463649168
Heitorai,CERRADO,GOIAS,Spain,0.228543673607493
Heitorai,CERRADO,GOIAS,France,0.390974171962217
Heitorai,CERRADO,GOIAS,Netherlands,1.22115737748723
Heitorai,CERRADO,GOIAS,Netherlands,2.68654623047191
Heitorai,CERRADO,GOIAS,Netherlands,1.46538885298468
Heitorai,CERRADO,GOIAS,Netherlands,0.466751848706385
Heitorai,CERRADO,GOIAS,Netherlands,0.054858506681633
Heitorai,CERRADO,GOIAS,Netherlands,0.0783692952594757
Heitorai,CERRADO,GOIAS,Netherlands,0.877736106906128
Hidrolandia,CERRADO,GOIAS,Netherlands,419.664341268836
Hidrolandia,CERRADO,GOIAS,Netherlands,20.0868010983569
Hidrolandia,CERRADO,GOIAS,Germany,6.85460640660777
Hidrolina,CERRADO,GOIAS,Netherlands,0.56384198567796
Hidrolina,CERRADO,GOIAS,Italy,0.14096049641949
Hidrolina,CERRADO,GOIAS,Netherlands,72.1669110296524
Hidrolina,CERRADO,GOIAS,Netherlands,85.9222239116312
Hidrolina,CERRADO,GOIAS,Germany,6.52139640635127
Hidrolina,CERRADO,GOIAS,France,31.5751511979657
Hidrolina,CERRADO,GOIAS,France,95.6921536303169
Hidrolina,CERRADO,GOIAS,Germany,10.5720372314617
Hidrolina,CERRADO,GOIAS,Netherlands,21.8488769450209
Hidrolina,CERRADO,GOIAS,Netherlands,2379.7423998484
Hidrolina,CERRADO,GOIAS,Netherlands,795.880047196603
Iaciara,CERRADO,GOIAS,France,10.5611729346987
Iaciara,CERRADO,GOIAS,Romania,1.43449648795398
Iaciara,CERRADO,GOIAS,Romania,1.38544489499917
Iaciara,CERRADO,GOIAS,Spain,7.67952806311112
Iaciara,CERRADO,GOIAS,Italy,0.963644814380696
Iaciara,CERRADO,GOIAS,Spain,2.55420192502523
Iaciara,CERRADO,GOIAS,Spain,2.14407993310909
Iaciara,CERRADO,GOIAS,Netherlands,13.788057514863
Indiara,CERRADO,GOIAS,France,163.058264824587
Indiara,CERRADO,GOIAS,Germany,89.0860491649025
Indiara,CERRADO,GOIAS,Ireland,83.6022063418557
Indiara,CERRADO,GOIAS,Netherlands,65.4228872970067
Indiara,CERRADO,GOIAS,Netherlands,44.7436929162846
Indiara,CERRADO,GOIAS,Spain,24.486900563024
Indiara,CERRADO,GOIAS,France,41.8902239577703
Indiara,CERRADO,GOIAS,Netherlands,130.838709303711
Indiara,CERRADO,GOIAS,Netherlands,287.845160468164
Indiara,CERRADO,GOIAS,Netherlands,157.006451164453
Indiara,CERRADO,GOIAS,Netherlands,50.009286743635
Indiara,CERRADO,GOIAS,Netherlands,5.87771596100348
Indiara,CERRADO,GOIAS,Netherlands,8.39673708714782
Indiara,CERRADO,GOIAS,Netherlands,94.0434553760556
Inhumas,CERRADO,GOIAS,France,9.78349663774072
Inhumas,CERRADO,GOIAS,Germany,5.34516335870518
Inhumas,CERRADO,GOIAS,Ireland,5.01613276415734
Inhumas,CERRADO,GOIAS,Netherlands,3.92537353804247
Inhumas,CERRADO,GOIAS,Netherlands,2.68462178030345
Inhumas,CERRADO,GOIAS,Spain,1.46921414615049
Inhumas,CERRADO,GOIAS,France,2.51341362969817
Inhumas,CERRADO,GOIAS,Netherlands,7.85032315863439
Inhumas,CERRADO,GOIAS,Netherlands,17.2707109489956
Inhumas,CERRADO,GOIAS,Netherlands,9.42038779036122
Inhumas,CERRADO,GOIAS,Netherlands,3.000557434108
Inhumas,CERRADO,GOIAS,Netherlands,0.352662984632727
Inhumas,CERRADO,GOIAS,Netherlands,0.503804263761039
Inhumas,CERRADO,GOIAS,Netherlands,5.64260775412364
Ipameri,CERRADO,GOIAS,Netherlands,4.58696316128383
Ipameri,CERRADO,GOIAS,Italy,1.14674079032096
Ipameri,CERRADO,GOIAS,Netherlands,587.091722087064
Ipameri,CERRADO,GOIAS,Netherlands,698.993841943757
Ipameri,CERRADO,GOIAS,Germany,53.0528159234087
Ipameri,CERRADO,GOIAS,France,256.869937031894
Ipameri,CERRADO,GOIAS,France,778.474102098665
Ipameri,CERRADO,GOIAS,Germany,86.0055592740718
Ipameri,CERRADO,GOIAS,Netherlands,177.744822499749
Ipameri,CERRADO,GOIAS,Netherlands,19359.6628110706
Ipameri,CERRADO,GOIAS,Netherlands,6474.63748713591
Ipameri,CERRADO,GOIAS,France,898.807648208876
Ipameri,CERRADO,GOIAS,Netherlands,487.456065914436
Ipameri,CERRADO,GOIAS,Netherlands,51168.6783926505
Ipora,CERRADO,GOIAS,France,0.301764724916123
Ipora,CERRADO,GOIAS,Netherlands,22.3899019485942
Ipora,CERRADO,GOIAS,Slovenia,3.78643130167458
Ipora,CERRADO,GOIAS,Netherlands,1.95116155176443
Ipora,CERRADO,GOIAS,Finland,1.02136034770361
Ipora,CERRADO,GOIAS,Netherlands,2.60960537985096
Ipora,CERRADO,GOIAS,Spain,25.4240587004943
Israelandia,CERRADO,GOIAS,France,0.0663882087086183
Israelandia,CERRADO,GOIAS,Netherlands,4.92577614544552
Israelandia,CERRADO,GOIAS,Slovenia,0.833014500241164
Israelandia,CERRADO,GOIAS,Netherlands,0.429255342415431
Israelandia,CERRADO,GOIAS,Finland,0.224699172339978
Israelandia,CERRADO,GOIAS,Netherlands,0.57411291744863
Israelandia,CERRADO,GOIAS,Spain,5.59329032145068
Itaberai,CERRADO,GOIAS,France,203.822834148506
Itaberai,CERRADO,GOIAS,Germany,111.357563159507
Itaberai,CERRADO,GOIAS,Ireland,104.502759525845
Itaberai,CERRADO,GOIAS,Netherlands,81.7786103721833
Itaberai,CERRADO,GOIAS,Netherlands,55.9296170008823
Itaberai,CERRADO,GOIAS,Spain,30.6086261719844
Itaberai,CERRADO,GOIAS,France,52.3627807481793
Itaberai,CERRADO,GOIAS,Netherlands,163.548389131354
Itaberai,CERRADO,GOIAS,Netherlands,359.80645608898
Itaberai,CERRADO,GOIAS,Netherlands,196.258066957625
Itaberai,CERRADO,GOIAS,Netherlands,62.5116093857517
Itaberai,CERRADO,GOIAS,Netherlands,7.34714506363984
Itaberai,CERRADO,GOIAS,Netherlands,10.4959215194855
Itaberai,CERRADO,GOIAS,Netherlands,117.554321018237
Itapaci,CERRADO,GOIAS,Netherlands,0.135322105312043
Itapaci,CERRADO,GOIAS,Italy,0.0338305263280109
Itapaci,CERRADO,GOIAS,Netherlands,17.3200623267833
Itapaci,CERRADO,GOIAS,Netherlands,20.621338119818
Itapaci,CERRADO,GOIAS,Germany,1.56513547003909
Itapaci,CERRADO,GOIAS,France,7.57803789747444
Itapaci,CERRADO,GOIAS,France,22.9661217504545
Itapaci,CERRADO,GOIAS,Germany,2.53728947460081
Itapaci,CERRADO,GOIAS,Netherlands,5.24373158084169
Itapaci,CERRADO,GOIAS,Netherlands,571.138297302589
Itapaci,CERRADO,GOIAS,Netherlands,191.01125190774
Itapirapua,CERRADO,GOIAS,France,0.0200170208506186
Itapirapua,CERRADO,GOIAS,Netherlands,1.48519391811912
Itapirapua,CERRADO,GOIAS,Slovenia,0.251166117365514
Itapirapua,CERRADO,GOIAS,Netherlands,0.129426795910125
Itapirapua,CERRADO,GOIAS,Finland,0.0677501036002828
Itapirapua,CERRADO,GOIAS,Netherlands,0.173103484228923
Itapirapua,CERRADO,GOIAS,Spain,1.68645925482709
Itapuranga,CERRADO,GOIAS,France,3.91340364353298
Itapuranga,CERRADO,GOIAS,Germany,2.13806806888895
Itapuranga,CERRADO,GOIAS,Ireland,2.00645566330278
Itapuranga,CERRADO,GOIAS,Netherlands,1.57015141669745
Itapuranga,CERRADO,GOIAS,Netherlands,1.07385008096386
Itapuranga,CERRADO,GOIAS,Spain,0.587686407587225
Itapuranga,CERRADO,GOIAS,France,1.00536673342566
Itapuranga,CERRADO,GOIAS,Netherlands,3.14013326619853
Itapuranga,CERRADO,GOIAS,Netherlands,6.90829318563676
Itapuranga,CERRADO,GOIAS,Netherlands,3.76815991943823
Itapuranga,CERRADO,GOIAS,Netherlands,1.20022450357583
Itapuranga,CERRADO,GOIAS,Netherlands,0.141065373669882
Itapuranga,CERRADO,GOIAS,Netherlands,0.201521962385546
Itapuranga,CERRADO,GOIAS,Netherlands,2.25704597871812
Itaruma,CERRADO,GOIAS,France,0.0838235346989228
Itaruma,CERRADO,GOIAS,Netherlands,6.21941720794282
Itaruma,CERRADO,GOIAS,Slovenia,1.05178647268738
Itaruma,CERRADO,GOIAS,Netherlands,0.541989319934564
Itaruma,CERRADO,GOIAS,Finland,0.283711207695446
Itaruma,CERRADO,GOIAS,Netherlands,0.724890383291933
Itaruma,CERRADO,GOIAS,Spain,7.06223852791509
Itaucu,CERRADO,GOIAS,France,7.88114383374526
Itaucu,CERRADO,GOIAS,Germany,4.30582263219836
Itaucu,CERRADO,GOIAS,Ireland,4.0407704185214
Itaucu,CERRADO,GOIAS,Netherlands,3.16210395935029
Itaucu,CERRADO,GOIAS,Netherlands,2.16261027863579
Itaucu,CERRADO,GOIAS,Spain,1.18353268132356
Itaucu,CERRADO,GOIAS,France,2.02469271087944
Itaucu,CERRADO,GOIAS,Netherlands,6.32386642991338
Itaucu,CERRADO,GOIAS,Netherlands,13.9125061458094
Itaucu,CERRADO,GOIAS,Netherlands,7.58863971589606
Itaucu,CERRADO,GOIAS,Netherlands,2.41711379839342
Itaucu,CERRADO,GOIAS,Netherlands,0.284089401738708
Itaucu,CERRADO,GOIAS,Netherlands,0.405842002483868
Itaucu,CERRADO,GOIAS,Netherlands,4.54543042781933
Itumbiara,CERRADO,GOIAS,Netherlands,4146.93888229302
Ivolandia,CERRADO,GOIAS,France,0.128752933911081
Ivolandia,CERRADO,GOIAS,Netherlands,9.55302368977758
Ivolandia,CERRADO,GOIAS,Slovenia,1.6155438289842
Ivolandia,CERRADO,GOIAS,Netherlands,0.832495495933119
Ivolandia,CERRADO,GOIAS,Finland,0.435780362942798
Ivolandia,CERRADO,GOIAS,Netherlands,1.11343149567712
Ivolandia,CERRADO,GOIAS,Spain,10.8475970825485
Jandaia,CERRADO,GOIAS,France,144.578326731077
Jandaia,CERRADO,GOIAS,Germany,78.9896294873484
Jandaia,CERRADO,GOIAS,Ireland,74.1272888984478
Jandaia,CERRADO,GOIAS,Netherlands,58.0082928362598
Jandaia,CERRADO,GOIAS,Netherlands,39.6727406646003
Jandaia,CERRADO,GOIAS,Spain,21.7117182869619
Jandaia,CERRADO,GOIAS,France,37.1426648794515
Jandaia,CERRADO,GOIAS,Netherlands,116.010321115179
Jandaia,CERRADO,GOIAS,Netherlands,255.222706453395
Jandaia,CERRADO,GOIAS,Netherlands,139.212385338215
Jandaia,CERRADO,GOIAS,Netherlands,44.3415671458755
Jandaia,CERRADO,GOIAS,Netherlands,5.21157476780833
Jandaia,CERRADO,GOIAS,Netherlands,7.44510681115475
Jandaia,CERRADO,GOIAS,Netherlands,83.3851962849332
Jaragua,CERRADO,GOIAS,Netherlands,0.0701670601608126
Jaragua,CERRADO,GOIAS,Italy,0.0175417650402031
Jaragua,CERRADO,GOIAS,Netherlands,8.98077850969009
Jaragua,CERRADO,GOIAS,Netherlands,10.692552182167
Jaragua,CERRADO,GOIAS,Germany,0.811552217819961
Jaragua,CERRADO,GOIAS,France,3.9293553690055
Jaragua,CERRADO,GOIAS,France,11.9083666545739
Jaragua,CERRADO,GOIAS,Germany,1.31563237801524
Jaragua,CERRADO,GOIAS,Netherlands,2.71897358123149
Jaragua,CERRADO,GOIAS,Netherlands,296.145963547968
Jaragua,CERRADO,GOIAS,Netherlands,99.0429314789095
Jatai,CERRADO,GOIAS,France,28.0942936586537
Jatai,CERRADO,GOIAS,Netherlands,2084.49970587884
Jatai,CERRADO,GOIAS,Slovenia,352.516726191679
Jatai,CERRADO,GOIAS,Netherlands,181.653126043745
Jatai,CERRADO,GOIAS,Finland,95.0886408199816
Jatai,CERRADO,GOIAS,Netherlands,242.954241570527
Jatai,CERRADO,GOIAS,Spain,2366.97967704831
Jaupaci,CERRADO,GOIAS,France,0.100588241638708
Jaupaci,CERRADO,GOIAS,Netherlands,7.46330064953139
Jaupaci,CERRADO,GOIAS,Slovenia,1.26214376722486
Jaupaci,CERRADO,GOIAS,Netherlands,0.650387183921477
Jaupaci,CERRADO,GOIAS,Finland,0.340453449234536
Jaupaci,CERRADO,GOIAS,Netherlands,0.86986845995032
Jaupaci,CERRADO,GOIAS,Spain,8.4746862334981
Joviania,CERRADO,GOIAS,Netherlands,10557.6635839334
Joviania,CERRADO,GOIAS,Netherlands,505.331684442509
Joviania,CERRADO,GOIAS,Germany,172.444073333551
Jussara,CERRADO,GOIAS,France,1.07371233680921
Jussara,CERRADO,GOIAS,Netherlands,79.6657526781378
Jussara,CERRADO,GOIAS,Slovenia,13.4725422337505
Jussara,CERRADO,GOIAS,Netherlands,6.94244905470509
Jussara,CERRADO,GOIAS,Finland,3.63411331779064
Jussara,CERRADO,GOIAS,Netherlands,9.28526517248989
Jussara,CERRADO,GOIAS,Spain,90.461618686777
Leopoldo De Bulhoes,CERRADO,GOIAS,France,78.9201987284533
Leopoldo De Bulhoes,CERRADO,GOIAS,Germany,43.1176470054448
Leopoldo De Bulhoes,CERRADO,GOIAS,Ireland,40.4634671277428
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,31.6646768713219
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,21.6559469745174
Leopoldo De Bulhoes,CERRADO,GOIAS,Spain,11.8516596552568
Leopoldo De Bulhoes,CERRADO,GOIAS,France,20.2748680239123
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,63.3259341422001
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,139.31705511284
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,75.9911209706401
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,24.2044943402389
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,2.84481447297881
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,4.06402067568402
Leopoldo De Bulhoes,CERRADO,GOIAS,Netherlands,45.517031567661
Luziania,CERRADO,GOIAS,France,1765.3575669505
Luziania,CERRADO,GOIAS,Romania,239.783899518706
Luziania,CERRADO,GOIAS,Romania,231.584658645636
Luziania,CERRADO,GOIAS,Spain,1283.67493465428
Luziania,CERRADO,GOIAS,Italy,161.078478255986
Luziania,CERRADO,GOIAS,Spain,426.948760686254
Luziania,CERRADO,GOIAS,Spain,358.394636416285
Luziania,CERRADO,GOIAS,Netherlands,2304.74889653973
Mairipotaba,CERRADO,GOIAS,Netherlands,1092.29267361579
Mairipotaba,CERRADO,GOIAS,Netherlands,52.2814628704841
Mairipotaba,CERRADO,GOIAS,Germany,17.8410115470383
Mara Rosa,CERRADO,GOIAS,Netherlands,0.37589465711864
Mara Rosa,CERRADO,GOIAS,Italy,0.09397366427966
Mara Rosa,CERRADO,GOIAS,Netherlands,48.1112740197682
Mara Rosa,CERRADO,GOIAS,Netherlands,57.2814826077542
Mara Rosa,CERRADO,GOIAS,Germany,4.34759760423419
Mara Rosa,CERRADO,GOIAS,France,21.0501007986438
Mara Rosa,CERRADO,GOIAS,France,63.7947690868782
Mara Rosa,CERRADO,GOIAS,Germany,7.0480248209745
Mara Rosa,CERRADO,GOIAS,Netherlands,14.5659179633473
Mara Rosa,CERRADO,GOIAS,Netherlands,1586.49493323226
Mara Rosa,CERRADO,GOIAS,Netherlands,530.586698131071
Marzagao,CERRADO,GOIAS,Netherlands,454.636183961738
Marzagao,CERRADO,GOIAS,Netherlands,21.7606922993378
Marzagao,CERRADO,GOIAS,Germany,7.42582057326502
Matrincha,CERRADO,GOIAS,France,0.218276461276299
Matrincha,CERRADO,GOIAS,Netherlands,16.1953606970492
Matrincha,CERRADO,GOIAS,Slovenia,2.73885168528252
Matrincha,CERRADO,GOIAS,Netherlands,1.41134003988005
Matrincha,CERRADO,GOIAS,Finland,0.738783906722831
Matrincha,CERRADO,GOIAS,Netherlands,1.88761435850326
Matrincha,CERRADO,GOIAS,Spain,18.3900671821973
Maurilandia,CERRADO,GOIAS,France,91.3126228144885
Maurilandia,CERRADO,GOIAS,Germany,49.8881845343979
Maurilandia,CERRADO,GOIAS,Ireland,46.8172327380356
Maurilandia,CERRADO,GOIAS,Netherlands,36.6368146846952
Maurilandia,CERRADO,GOIAS,Netherlands,25.0564665273927
Maurilandia,CERRADO,GOIAS,Spain,13.7126634912537
Maurilandia,CERRADO,GOIAS,France,23.4585240066503
Maurilandia,CERRADO,GOIAS,Netherlands,73.2696728070589
Maurilandia,CERRADO,GOIAS,Netherlands,161.19328017553
Maurilandia,CERRADO,GOIAS,Netherlands,87.9236073684707
Maurilandia,CERRADO,GOIAS,Netherlands,28.0051988935097
Maurilandia,CERRADO,GOIAS,Netherlands,3.29152074036348
Maurilandia,CERRADO,GOIAS,Netherlands,4.70217248623354
Maurilandia,CERRADO,GOIAS,Netherlands,52.6643318458156
Mimoso De Goias,CERRADO,GOIAS,France,43.3596630299267
Mimoso De Goias,CERRADO,GOIAS,Romania,5.88942958513084
Mimoso De Goias,CERRADO,GOIAS,Romania,5.6880447053687
Mimoso De Goias,CERRADO,GOIAS,Spain,31.5288605824597
Mimoso De Goias,CERRADO,GOIAS,Italy,3.95631381953838
Mimoso De Goias,CERRADO,GOIAS,Spain,10.4864616330273
Mimoso De Goias,CERRADO,GOIAS,Spain,8.80267598908415
Mimoso De Goias,CERRADO,GOIAS,Netherlands,56.607872191685
Minacu,CERRADO,GOIAS,Netherlands,0.139206283978803
Minacu,CERRADO,GOIAS,Italy,0.0348015709947008
Minacu,CERRADO,GOIAS,Netherlands,17.8172036950874
Minacu,CERRADO,GOIAS,Netherlands,21.2132366970706
Minacu,CERRADO,GOIAS,Germany,1.61005988049884
Minacu,CERRADO,GOIAS,France,7.79555190281296
Minacu,CERRADO,GOIAS,France,23.625323142242
Minacu,CERRADO,GOIAS,Germany,2.61011782460255
Minacu,CERRADO,GOIAS,Netherlands,5.39424350417862
Minacu,CERRADO,GOIAS,Netherlands,587.531799199686
Minacu,CERRADO,GOIAS,Netherlands,196.493887786485
Mineiros,CERRADO,GOIAS,France,9.17364694505924
Mineiros,CERRADO,GOIAS,Netherlands,680.652967864246
Mineiros,CERRADO,GOIAS,Slovenia,115.107502883044
Mineiros,CERRADO,GOIAS,Netherlands,59.315306696752
Mineiros,CERRADO,GOIAS,Finland,31.0493522267063
Mineiros,CERRADO,GOIAS,Netherlands,79.3319975598011
Mineiros,CERRADO,GOIAS,Spain,772.891326160221
Moipora,CERRADO,GOIAS,France,0.0402352966554831
Moipora,CERRADO,GOIAS,Netherlands,2.98532025981256
Moipora,CERRADO,GOIAS,Slovenia,0.504857506889944
Moipora,CERRADO,GOIAS,Netherlands,0.260154873568591
Moipora,CERRADO,GOIAS,Finland,0.136181379693814
Moipora,CERRADO,GOIAS,Netherlands,0.347947383980128
Moipora,CERRADO,GOIAS,Spain,3.38987449339924
Monte Alegre De Goias,CERRADO,GOIAS,France,8.67192786848252
Monte Alegre De Goias,CERRADO,GOIAS,Romania,1.17788527354355
Monte Alegre De Goias,CERRADO,GOIAS,Romania,1.13760831959456
Monte Alegre De Goias,CERRADO,GOIAS,Spain,6.3057686716297
Monte Alegre De Goias,CERRADO,GOIAS,Italy,0.791262331638451
Monte Alegre De Goias,CERRADO,GOIAS,Spain,2.09729118084836
Monte Alegre De Goias,CERRADO,GOIAS,Spain,1.76053423603116
Monte Alegre De Goias,CERRADO,GOIAS,Netherlands,11.3215682533269
Montes Claros De Goias,CERRADO,GOIAS,France,2.4319217080738
Montes Claros De Goias,CERRADO,GOIAS,Netherlands,180.440204220572
Montes Claros De Goias,CERRADO,GOIAS,Slovenia,30.5148472248771
Montes Claros De Goias,CERRADO,GOIAS,Netherlands,15.7244095876806
Montes Claros De Goias,CERRADO,GOIAS,Finland,8.23114233128672
Montes Claros De Goias,CERRADO,GOIAS,Netherlands,21.0308079399596
Montes Claros De Goias,CERRADO,GOIAS,Spain,204.892471372393
Montividiu,CERRADO,GOIAS,France,9.55588218635398
Montividiu,CERRADO,GOIAS,Netherlands,709.013504624352
Montividiu,CERRADO,GOIAS,Slovenia,119.903648233181
Montividiu,CERRADO,GOIAS,Netherlands,61.7867774982217
Montividiu,CERRADO,GOIAS,Finland,32.3430750734105
Montividiu,CERRADO,GOIAS,Netherlands,82.6374970423158
Montividiu,CERRADO,GOIAS,Spain,805.095127365865
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,0.555070995347858
Montividiu Do Norte,CERRADO,GOIAS,Italy,0.138767748836964
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,71.044299917191
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,84.585638460011
Montividiu Do Norte,CERRADO,GOIAS,Germany,6.41995113219333
Montividiu Do Norte,CERRADO,GOIAS,France,31.08397573948
Montividiu Do Norte,CERRADO,GOIAS,France,94.2035895015765
Montividiu Do Norte,CERRADO,GOIAS,Germany,10.4075811627723
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,21.5090010697295
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,2342.72369938375
Montividiu Do Norte,CERRADO,GOIAS,Netherlands,783.499528584665
Morrinhos,CERRADO,GOIAS,Netherlands,13114.506986877
Morrinhos,CERRADO,GOIAS,Netherlands,627.712358290787
Morrinhos,CERRADO,GOIAS,Germany,214.206390135404
Mossamedes,CERRADO,GOIAS,France,6.03315251861259
Mossamedes,CERRADO,GOIAS,Germany,3.29618202714637
Mossamedes,CERRADO,GOIAS,Ireland,3.09327995300049
Mossamedes,CERRADO,GOIAS,Netherlands,2.42064551401584
Mossamedes,CERRADO,GOIAS,Netherlands,1.6555157378886
Mossamedes,CERRADO,GOIAS,Spain,0.906014828280866
Mossamedes,CERRADO,GOIAS,France,1.54993744382075
Mossamedes,CERRADO,GOIAS,Netherlands,4.84102961243261
Mossamedes,CERRADO,GOIAS,Netherlands,10.6502651473517
Mossamedes,CERRADO,GOIAS,Netherlands,5.80923553491913
Mossamedes,CERRADO,GOIAS,Netherlands,1.85034260358379
Mossamedes,CERRADO,GOIAS,Netherlands,0.217475372327588
Mossamedes,CERRADO,GOIAS,Netherlands,0.310679103325126
Mossamedes,CERRADO,GOIAS,Netherlands,3.47960595724141
Mozarlandia,CERRADO,GOIAS,France,0.0539823332664098
Mozarlandia,CERRADO,GOIAS,Netherlands,4.00530296948128
Mozarlandia,CERRADO,GOIAS,Slovenia,0.677350198815244
Mozarlandia,CERRADO,GOIAS,Netherlands,0.349040972808301
Mozarlandia,CERRADO,GOIAS,Finland,0.182709939639756
Mozarlandia,CERRADO,GOIAS,Netherlands,0.466829207251069
Mozarlandia,CERRADO,GOIAS,Spain,4.54807966748377
Mundo Novo,CERRADO,GOIAS,France,0.0347700245034867
Mundo Novo,CERRADO,GOIAS,Netherlands,2.57981591320745
Mundo Novo,CERRADO,GOIAS,Slovenia,0.436281308812977
Mundo Novo,CERRADO,GOIAS,Netherlands,0.224817314164097
Mundo Novo,CERRADO,GOIAS,Finland,0.117683484464313
Mundo Novo,CERRADO,GOIAS,Netherlands,0.300684723925466
