simuid;soy
1372;0.0
1373;0.0
1374;153.27636910906
1375;579.76972927399
1376;707.18856430161
1377;1406.925000902
1378;296.0630132995
1379;0.0
1380;0.0
1381;0.0
1382;134.88438884649
1383;490.22759780567
1384;1070.1462937284
1385;256.92329819034
1386;379.48013992701
1387;0.0
1388;0.0
1389;0.0
1390;0.0
1391;0.0
1392;0.0
1393;0.0
1394;23.370792276661
1395;552.9521660408
1396;248.57072454417
1397;337.47109515103
1398;56.782219743498
1399;150.13451573824
1400;0.0
1401;0.0
1402;62.012321129161
1403;13218.834058246
1404;1420.4929598223
1405;144.99119760926
1406;0.0
1407;0.0
1408;27.504357996473
1409;0.045104400706828
1410;0.0
1411;0.0
1412;1596.890135055
1413;0.0
1414;0.0
1415;0.0
1416;6.2603894655516
1417;0.0
1418;0.0
1419;0.0
1420;0.0
1421;0.0
1422;0.0
1423;0.0
1424;0.0
1425;0.0
1426;0.0
1427;0.0
1428;0.0
1429;0.0
1430;0.0
1431;0.0
1432;0.0
1433;0.0
1434;0.0
1435;0.0
1436;0.0
1437;0.0
1438;0.0
1439;0.0
1440;0.0
1441;0.0
1442;0.0
1443;0.0
1444;0.0
1445;0.0
1446;0.0
1447;0.0
1448;0.0
11944;0.0
11946;0.0
11948;0.0
11997;0.0
11998;0.0
12185;0.0
12415;0.0
12457;0.0
12458;0.0
12459;0.0
12461;0.0
12511;0.0
12512;0.0
12513;0.0
12514;0.0
12515;0.0
12517;0.0
12572;0.0
12573;0.0
12574;0.0
12575;0.0
12577;0.0
12630;0.0
12631;0.0
12632;0.0
12633;0.0
12634;0.0
12636;0.0
12694;0.0
12695;0.0
12696;0.0
12698;0.0
12700;0.0
12755;0.0
12756;0.0
12758;0.0
12760;0.0
12812;0.0
12813;0.0
12814;0.0
12817;0.0
12872;0.0
12873;0.0
12876;0.0
12935;0.0
12938;0.0
12941;0.0
12943;0.0
13009;0.0
13010;0.0
13011;0.0
13070;0.0
13071;0.0
13072;0.0
13073;0.0
13138;0.0
13139;0.0
13212;0.0
13213;0.0
13281;0.0
13282;0.0
13283;0.0
13284;0.0
13285;0.0
13287;0.0
13358;0.0
13359;0.0
13360;0.0
13361;0.0
13362;0.0
13363;0.0
13364;0.0
13435;0.0
13436;0.0
13437;0.0
13438;0.0
13439;0.0
13440;0.0
13441;0.0
13442;0.0
13443;0.0
13502;0.0
13503;0.0
13504;0.0
13505;0.0
13506;0.0
13507;0.0
13564;0.0
13565;0.0
13566;0.0
13567;0.0
13568;0.0
13569;0.0
13572;0.0
13628;0.0
13629;1.4228954189589
13630;0.99562631135939
13632;0.0
13634;0.0
13636;0.0
13682;0.47593394310455
13683;0.47539118891406
13684;0.0
13685;0.0
13687;0.0
13732;0.0
13734;0.0
13783;0.0
13784;0.53082943268234
13786;0.0
13836;0.73484154405951
13837;0.84935454196369
13839;0.0
13841;0.0
13843;0.0
13849;0.0
13852;0.0
13902;0.0
13903;0.0
13904;0.0
13905;0.0
13906;0.0
13907;0.0
13908;0.0
13910;0.0
13912;0.0
13914;0.0
13916;0.0
13918;0.0
13919;0.0
13920;0.0
13922;0.0
13923;0.0
13925;0.0
13963;0.0
13964;0.0
13965;0.0
13966;0.0
13967;0.0
13968;0.0
13969;0.0
13970;0.0
13971;0.0
13972;0.0
13973;0.0
13974;0.0
13975;0.0
13976;0.0
13977;0.0
13978;0.0
13979;0.0
14014;0.0
14015;0.0
14016;0.0
14017;0.0
14018;0.0
14019;0.0
14020;0.0
14021;0.0
14022;0.0
14023;0.0
14024;0.0
14025;0.0
14026;0.0
14027;0.0
14028;0.0
14029;0.0
14059;0.0
14060;0.0
14061;0.0
14062;0.0
14063;1.1642439577495
14064;0.93567044057708
14065;0.0
14066;0.0
14067;0.0
14068;0.0
14069;0.0
14070;0.0
14071;0.0
14072;0.0
14073;0.0
14074;0.0
14075;0.0
14076;0.0
14093;0.0
14104;0.0
14105;0.0
14106;0.0
14107;0.0
14108;0.0
14109;2.3283392614717
14110;7.003025329264
14111;1.193949904475
14112;2.3057688968755
14113;0.0
14114;0.0
14115;0.0
14116;0.0
14117;0.0
14118;0.0
14119;0.0
14127;0.0
14128;0.0
14143;0.0
14144;0.0
14145;0.0
14146;0.0
14147;8.1092583584522
14148;10.835597597479
14149;0.0
14150;0.0
14151;0.0
14152;0.0
14153;0.0
14154;0.0
14155;0.0
14156;0.0
14157;0.0
14158;0.0
14159;0.0
14160;0.0
14172;0.0
14173;0.0
14174;0.0
14175;0.0
14176;0.0
14177;0.0
14178;0.0
14179;0.0
14180;0.0
14181;0.0
14182;0.0
14183;0.0
14184;0.0
14185;0.0
14186;0.0
14187;0.0
14199;0.0
14200;0.0
14201;0.0
14202;0.0
14203;0.0
14204;0.0
14205;0.0
14206;0.0
14207;0.0
14208;0.0
14209;0.0
14223;0.0
14224;0.0
14225;0.0
14226;0.0
14227;0.0
14228;0.0
14229;0.0
14230;0.0
14231;0.0
14232;0.0
14233;0.0
14234;0.0
14235;0.0
14236;0.0
14253;0.0
14254;0.0
14255;0.0
14256;0.0
14257;0.0
14258;0.0
14259;0.0
14260;0.0
14261;0.0
14262;0.0
14263;0.0
14264;0.0
14265;0.0
14266;0.0
14267;0.0
14268;0.0
14269;0.0
14270;0.0
14272;0.0
14273;0.0
14283;0.0
14284;0.0
14285;0.0
14286;0.0
14287;0.0
14288;0.0
14289;0.0
14290;0.0
14291;0.0
14292;0.0
14293;0.0
14294;0.0
14295;0.0
14296;0.0
14297;0.0
14298;0.0
14299;0.0
14312;0.0
14313;0.0
14314;0.0
14315;0.0
14316;0.0
14317;0.0
14318;0.0
14319;0.0
14320;0.0
14321;0.0
14322;12.124563976794
14323;0.022360823580113
14324;0.0
14325;0.0
14326;0.0
14327;0.0
14328;0.0
14329;0.0
14343;0.0
14345;0.0
14346;0.0
14347;0.0
14348;0.0
14349;0.0
14350;0.0
14351;0.0
14352;0.0
14353;0.0
14354;0.0
14355;0.0
14369;0.0
14370;0.0
14371;0.0
14372;519.64197701293
14373;529.21292616889
14374;224.1658172707
14375;0.0
14376;0.0
14377;0.0
14378;0.0
14379;0.0
14395;0.0
14396;0.0
14397;0.0
14398;0.0
14399;457.70035555169
14400;0.0
14401;2835.6719676988
14402;3404.1534357631
14403;0.0
14404;0.0
14405;0.0
14406;0.0
14407;0.0
14424;0.0
14425;0.0
14426;0.0
14427;0.0
14428;0.0
14429;0.0
14430;240.24533777672
14431;5415.7334007366
14432;2038.8154702439
14433;0.0
14448;0.0
14449;0.0
14450;0.0
14451;0.0
14452;0.0
14453;52.251021448021
14454;226.60179891584
14455;25.576458328828
14456;0.0
14457;0.0
14465;0.0
14466;0.0
14467;0.0
14468;0.0
14469;92.345416099838
14470;803.92822153592
14471;328.74498498046
14472;281.65939387165
14473;0.0
14474;0.0
14475;0.0
14480;0.0
14481;0.0
14482;0.0
14483;0.0
14484;0.0
14485;11.393721771358
14486;1223.4174275461
14487;20.197371072766
14488;0.0
14489;0.0
14490;0.0
14491;0.0
14492;0.0
14493;0.0
14494;0.0
14495;0.0
14496;0.0
14497;0.0
14503;0.0
14504;0.0
14505;0.0
14506;9.1185374417844
14507;119.21043642952
14508;1196.5901834843
14509;2.8256494100489
14510;0.0
14511;0.0
14512;0.0
14513;0.0
14514;0.0
14520;0.0
14521;0.0
14522;0.0
14523;0.0
14524;0.0
14528;0.0
14529;0.0
14530;37.458469544491
14531;0.0
14532;0.0
14536;0.0
14537;0
14538;0
14539;0.0
14540;0.0
14541;0.0
14545;0
14546;0.0
14547;0
14548;148.92058501532
14549;1100.681759865
14550;125.33969846886
14551;1001.9439026574
14552;190.45262902481
14553;0.0
14558;0.0
14559;0.0
14560;0.0
14561;887.41314887245
14562;0.0
14563;498.9341867804
14564;503.7227291442
14565;2047.8768096545
14566;400.59403463406
14567;0.0
14574;0
14575;0.0
14576;0.0
14577;0.0
14578;0.0
14579;0.0
14580;0.0
14581;0.0
14582;0
14586;0
14587;0.0
14588;0.0
14589;0.0
14590;0.0
14591;0.0
14592;0.0
14593;0.0
14594;0.0
14595;0.0
14599;0.0
14600;0.0
14601;0.0
14602;0.0
14603;0.0
14604;0.0
14605;0.0
14608;0.0
14609;0.0
14610;0.0
14611;0.0
14612;0.0
14613;0.0
14615;0.0
14616;0.0
14617;0.0
14620;0.0
14621;0.0
14622;0.0
14623;0.0
14626;0.0
14627;0.0
14628;0.0
14629;0.0
14630;0.0
14631;0.0
14634;0.0
14635;0.0
14636;0.0
14637;0.0
14638;0.0
14639;0.0
14643;0.0
14644;0.0
14645;0.0
14646;0.0
14647;0.0
14650;0.0
14651;0.0
14652;0.0
14653;0.0
14654;0.0
14655;0.0
14656;0.0
14657;0.0
14658;0.0
14659;0.0
14660;0.0
14665;0.0
14666;0.0
14667;0.0
14668;0.0
14669;0.0
14670;0.0
14671;0.0
14672;0.0
14673;0.0
14674;0.0
14675;0.0
14677;0.0
14678;0.0
14679;0.0
14680;0.0
14681;0.0
14682;0.0
14683;0.0
14684;0.0
14685;0.0
14686;0.0
14687;0.0
14688;0.0
14689;0.0
14690;0.0
14691;0.0
14693;0.0
14694;0.0
14695;0.0
14696;0.0
14697;0.0
14698;0.0
14699;0.0
14700;0.0
14701;0.0
14702;0.0
14703;0.0
14704;0.0
14705;0.0
14706;0.0
14707;0.0
14708;0.0
14709;0.0
14710;0.0
14711;0.0
14712;0.0
14713;0.0
14714;0.0
14716;0.0
14717;0.0
14718;0.0
14719;0.0
14720;0.0
14721;0.0
14722;0.0
14723;0.0
14724;0.0
14725;0.0
14726;0.0
14727;0.0
14728;0.0
14729;0.0
14730;0.0
14731;0.0
14732;0.0
14733;0.0
14734;0.0
14735;0.0
14736;0.0
14737;0.0
14738;0.0
14739;0.0
14740;0.0
14741;0.0
14742;0.0
14743;0.0
14744;0.0
14745;0.0
14746;0.0
14747;0.0
14748;0.0
14749;0.0
14750;0.0
14751;0.0
14752;0.0
14753;0.0
14754;0.0
14755;0.0
14756;0.0
14757;0.0
14758;0.0
14759;0.0
14760;0.0
14761;0.0
14762;0.0
14763;0.0
14764;0.0
14765;0.0
14766;0.0
14767;0.0
14768;0.0
14769;0.0
14770;0.0
14771;0.0
14772;0.0
14773;0.0
14774;0.0
14775;0.0
14776;0.0
14777;0.0
14778;0.0
14779;0.0
14780;0.0
14781;0.0
14782;0.0
14783;0.0
14785;0.0
14786;0.0
14787;0.0
14788;0.0
14789;0.0
14790;0.0
14791;0.0
14794;0.0
14795;0.0
14796;0.0
14797;0.0
14798;0.0
14799;0.0
14800;0.0
14801;0.0
14802;0.0
14808;0.0
14809;0.0
14810;0.0
14811;0.0
14812;0.0
14813;0.0
14814;0.0
14815;0.0
14817;0.0
38421;0.0
38423;0.0
38425;0.0
38426;0.0
38472;0.0
38474;0.0
38476;0.0
38478;0.0
38479;0.0
38480;0.0
38481;0.0
38532;0.0
38534;0.0
38536;0.0
38537;0.0
38538;0.0
38539;0.0
38540;0.0
38541;0.0
38542;0.0
38588;0.0
38590;0.0
38591;0.0
38592;0.0
38593;0.0
38594;0.0
38595;0.0
38596;0.0
38597;0.0
38643;0.0
38645;0.0
38646;0.0
38647;0.0
38648;0.0
38649;0.0
38650;0.0
38651;0.0
38652;0.0
38699;0.0
38701;0.0
38702;0.0
38703;0.0
38704;0.0
38705;0.0
38706;0.0
38707;0.0
38708;0.0
38709;0.0
38710;0.0
38711;0.0
38761;0.0
38763;0.0
38764;0.0
38765;0.0
38766;0.0
38767;0.0
38768;0.0
38769;0.0
38770;0.0
38771;0.0
38772;0.0
38774;0.0
38814;0.0
38817;0.0
38818;0.0
38819;0.0
38820;0.0
38821;0.0
38822;0.0
38823;0.0
38824;0.0
38825;0.0
38826;0.0
38827;0.0
38856;0.0
38858;0.0
38860;0.0
38861;0.0
38865;0.0
38867;0.0
38869;0.0
38871;0.0
38873;0.0
38875;0.0
38876;0.0
38877;0.0
38878;0.0
38879;0.0
38880;0.0
38881;0.0
38882;0.0
38883;0.0
38884;0.0
38885;0.0
38886;0.0
38915;0.0
38917;0.0
38919;0.0
38920;0.0
38921;0.0
38922;0.0
38924;0.0
38926;0.0
38927;0.0
38928;0.0
38929;0.0
38930;0.0
38931;0.0
38932;0.0
38933;0.0
38934;0.0
38935;0.0
38936;0.0
38937;0.0
38938;0.0
38939;0.0
38940;0.0
38941;0.0
38942;0.0
38971;0.0
38973;0.0
38974;0.0
38975;0.0
38976;0.0
38977;0.0
38978;0.0
38979;0.0
38980;0.0
38981;0.0
38982;0.0
38983;0.0
38984;0.0
38985;0.0
38986;0.0
38987;0.0
38988;0.0
38989;0.0
38990;0.0
38991;0.0
38992;0.0
38993;0.0
38994;0.0
39029;0.0
39031;0.0
39032;0.0
39033;0.0
39034;0.0
39035;0.0
39036;0.0
39037;0.0
39038;0.0
39039;0.0
39040;0.0
39041;0.0
39042;0.0
39043;0.0
39044;0.0
39045;0.0
39046;0.0
39047;0.0
39048;0.0
39049;0.0
39050;0.0
39051;0.0
39052;0.0
39082;0.0
39083;0.0
39084;0.0
39085;0.0
39086;0.0
39087;0.0
39088;0.0
39089;0.0
39090;0.0
39091;0.0
39092;0.0
39093;0.0
39094;0.0
39095;0.0
39096;0.0
39097;0.0
39098;0.0
39099;0.0
39100;0.0
39101;0.0
39102;0.0
39103;0.0
39104;0.0
39127;0.0
39130;0.0
39133;0.0
39135;0.0
39136;0.0
39137;0.0
39138;0.0
39139;0.0
39140;0.0
39141;0.0
39142;0.0
39143;0.0
39144;0.0
39145;0.0
39146;0.0
39147;0.0
39148;0.0
39149;0.0
39150;0.0
39151;0.0
39152;0.0
39153;0.0
39154;0.0
39155;0.0
39157;0.0
39181;0.0
39184;0.0
39186;0.0
39187;0.0
39188;0.0
39189;0.0
39190;0.0
39191;0.0
39192;0.0
39193;0.0
39194;0.0
39195;0.0
39196;0.0
39197;0.0
39198;0.0
39199;0.0
39200;0.0
39201;0.0
39202;0.0
39203;0.0
39204;0.0
39206;0.0
39208;0.0
39229;0.0
39231;0.0
39232;0.0
39233;0.0
39234;0.0
39235;0.0
39236;0.0
39237;0.0
39238;0.0
39239;0.0
39240;0.0
39241;0.0
39242;0.0
39243;0.0
39244;0.0
39245;0.0
39246;0.0
39247;0.0
39248;0.0
39250;0.0
39268;0.0
39269;0.0
39270;0.0
39271;0.0
39272;0.0
39273;0.0
39274;0.0
39275;0.0
39276;0.0
39277;0.0
39278;0.0
39279;0.0
39280;0.0
39281;0.0
39282;0.0
39283;0.0
39284;0.0
39285;0.0
39286;0.0
39287;0.0
39289;0.0
39310;0.0
39311;0.0
39312;0.0
39313;0.0
39314;0.0
39315;0.0
39316;0.0
39317;0.0
39318;0.0
39319;0.0
39320;0.0
39321;0.0
39322;0.0
39323;0.0
39324;0.0
39325;0.0
39326;0.0
39327;0.0
39328;0.0
39329;0.0
39330;0.0
39332;0.0
39334;0.0
39336;0.0
39338;0.0
39340;0.0
39356;0.0
39357;0.0
39358;0.0
39359;0.0
39360;0.0
39361;0.0
39362;0.0
39363;0.0
39364;0.0
39365;0.0
39366;0.0
39367;0.0
39368;0.0
39369;0.0
39370;0.0
39371;0.0
39372;0.0
39373;0.0
39374;0.0
39375;0.0
39376;0.0
39377;0.0
39378;0.0
39379;0.0
39380;0.0
39381;0.0
39382;0.0
39384;0.0
39397;0.0
39398;0.0
39399;0.0
39400;0.0
39401;0.0
39402;0.0
39403;0.0
39404;0.0
39405;0.0
39406;0.0
39407;0.0
39408;0.0
39409;0.0
39410;0.0
39411;0.0
39412;0.0
39413;0.0
39414;0.0
39415;0.0
39416;0.0
39417;0.0
39418;0.0
39419;0.0
39420;0.0
39421;0.0
39422;0.0
39424;0.0
39437;0.0
39438;0.0
39439;0.0
39440;0.0
39441;0.0
39442;0.0
39443;0.0
39444;0.0
39445;0.0
39446;0.0
39447;0.0
39448;0.0
39449;0.0
39450;0.0
39451;0.0
39452;0.0
39453;0.0
39454;0.0
39455;0.0
39456;0.0
39457;0.0
39458;0.0
39459;0.0
39460;0.0
39461;0.0
39462;0.0
39463;0.0
39464;0.0
39466;0.0
39468;0.0
39480;0.0
39481;0.0
39482;0.0
39483;0.0
39484;0.0
39485;0.0
39486;0.0
39487;0.0
39488;0.0
39489;0.0
39490;0.0
39491;0.0
39492;0.0
39493;0.0
39494;0.0
39495;0.0
39496;0.0
39497;0.0
39498;0.0
39499;0.0
39500;0.0
39501;0.0
39502;0.0
39503;0.0
39504;0.0
39505;0.0
39506;0.0
39507;0.0
39508;0.0
39510;0.0
39521;0.0
39522;0.0
39523;0.0
39524;0.0
39525;0.0
39526;0.0
39527;0.0
39528;0.0
39529;0.0
39530;0.0
39531;0.0
39532;0.0
39533;0.0
39534;0.0
39535;0.0
39536;0.0
39537;0.0
39538;0.0
39539;0.0
39540;0.0
39541;0.0
39542;0.0
39543;0.0
39544;0.0
39545;0.0
39546;0.0
39547;0.0
39548;0.0
39549;0.0
39550;0.0
39551;0.0
39553;0.0
39555;0.0
39571;0.0
39572;0.0
39573;0.0
39574;0.0
39575;0.0
39576;0.0
39577;0.0
39578;0.0
39579;0.0
39580;0.0
39581;0.0
39582;0.0
39583;0.0
39584;0.0
39585;0.0
39586;0.0
39587;0.0
39588;0.0
39589;0.0
39590;0.0
39591;0.0
39592;0.0
39593;0.0
39594;0.0
39595;0.0
39596;0.0
39597;0.0
39598;0.0
39599;0.0
39600;0.0
39601;0.0
39602;0.0
39603;0.0
39605;0.0
39628;0.0
39629;0.0
39630;0.0
39631;0.0
39632;0.0
39633;0.0
39634;0.0
39635;0.0
39636;0.0
39637;0.0
39638;0.0
39639;0.0
39640;0.0
39641;0.0
39642;0.0
39643;0.0
39644;0.0
39645;0.0
39646;0.0
39647;0.0
39648;0.0
39649;0.0
39650;0.0
39651;0.0
39652;0.0
39653;0.0
39654;0.0
39655;0.0
39656;0.0
39657;0.0
39658;0.0
39659;0.0
39660;0.0
39662;0.0
39686;0.0
39687;0.0
39688;0.0
39689;0.0
39690;0.0
39691;0.0
39692;0.0
39693;0.0
39694;0.0
39695;0.0
39696;0
39697;0.0
39698;0
39699;0.0
39700;0.0
39701;0.0
39702;0.0
39703;0.0
39704;0.0
39705;0.0
39706;0.0
39707;0.0
39708;0.0
39709;0.0
39710;0.0
39711;0.0
39712;0.0
39713;0.0
39714;0.0
39715;0.0
39716;0.0
39717;0.0
39718;0.0
39719;0.0
39721;0.0
39748;0.0
39749;0.0
39750;0.0
39751;0.0
39752;0.0
39753;0.0
39754;0.0
39755;0.0
39756;0.0
39757;0.0
39758;0.0
39759;0
39760;0.0
39761;0.0
39762;0.0
39763;0.0
39764;0.0
39765;0.0
39766;0.0
39767;0.0
39768;0.0
39769;0.0
39770;0.0
39771;0.0
39772;0.0
39773;0.0
39774;0.0
39775;0.0
39776;0.0
39777;0.0
39778;0.0
39779;0.0
39780;0.0
39781;0.0
39782;0.0
39784;0.0
39812;0.0
39813;0.0
39814;0.0
39815;0.0
39816;0.0
39817;0.0
39818;0.0
39819;0.0
39820;0.0
39821;0.0
39822;0.0
39823;0
39824;0.0
39825;0.0
39826;0.0
39827;0.0
39828;0.0
39829;0.0
39830;0.0
39831;0.0
39832;0.0
39833;0.0
39834;0.0
39835;0.0
39836;0.0
39837;0.0
39838;0.0
39839;0.0
39840;0.0
39841;0.0
39842;0.31872918815521
39843;0.0
39845;0.0
39847;0.0
39849;0.0
39850;0.0
39874;0.0
39876;0.0
39878;0.0
39880;0.0
39882;0.0
39884;0.0
39886;0.0
39887;0.0
39888;0.0
39889;0.0
39890;0.0
39891;0.0
39892;0
39893;0.0
39894;0.0
39895;0.0
39896;0.0
39897;0.0
39898;0.0
39899;0.0
39900;0.0
39901;0.0
39902;0.0
39903;0.0
39904;0.0
39905;0.0
39906;0.0
39907;0.0
39908;0.0
39909;0.0
39910;1.3378307162877
39911;0.0
39912;0.0
39913;0.0
39914;0.0
39915;0.0
39948;0.0
39949;0.0
39950;0.0
39951;0.0
39952;0.0
39953;0.0
39954;0.0
39955;0.0
39956;0.0
39957;0.0
39958;0.0
39959;0.0
39960;0.0
39961;0.0
39962;0.0
39963;0.0
39964;0.0
39965;0.0
39966;0.0
39967;0.0
39968;0.0
39969;0.0
39970;0.0
39971;0.0
39972;0.0
39973;0.55525386787581
39974;0.0
39975;0.0
39976;0.0
39977;0.0
40015;0.0
40016;0.0
40017;0.0
40018;0.0
40019;0.0
40020;0.0
40021;0.0
40022;0.0
40023;0.0
40024;0.0
40025;0.0
40026;0.0
40027;0.0
40028;0.0
40029;0.0
40030;0.0
40031;0.0
40032;0.0
40033;0.0
40034;0.0
40035;0.0
40036;0.0
40037;2.7300152787228
40038;8.4414145268494
40039;2.3849242396707
40079;0.0
40080;0.0
40081;0.0
40082;0.0
40083;0.0
40084;0.0
40085;0.0
40086;0.0
40087;0.0
40088;0.0
40089;0.0
40090;0.0
40091;0.0
40092;0.0
40093;0.0
40094;0.0
40095;0.0
40096;0.0
40097;0.0
40098;0.0
40099;0.0
40100;0.0
40101;0.0
40102;0.0
40103;0.0
40104;2.5283976799898
40105;3.1174762359477
40106;0.0
40107;0.24840611637975
40108;2.3536039596694
40109;0.0
40160;0.0
40161;0.0
40162;0.0
40163;0.0
40164;0.0
40165;0.0
40166;0.0
40167;0.0
40168;0.0
40169;0.0
40170;0.0
40171;0.0
40172;0.0
40173;0.0
40174;0.0
40175;0.0
40176;0.0
40177;0.0
40178;0.0
40179;0.0
40180;0.0
40181;0.0
40182;0.0
40183;0.0
40184;0.0
40185;0.0
40186;0.0
40187;0.0
40188;0.0
40189;0.0
40190;0.0
40191;0.0
40192;0.0
40193;0.0
40194;0.0
40195;0.0
40197;0.0
40199;0.0
40200;0.0
40214;0.0
40242;0.0
40243;0.0
40244;0.0
40245;0.0
40246;0.0
40247;0.0
40248;0.0
40249;0.0
40250;0.0
40251;0.0
40252;0.0
40253;0.0
40254;0.0
40255;0.0
40256;0.0
40257;0.0
40258;0.0
40259;0.0
40260;0.0
40261;0.0
40262;0.0
40263;0.0
40264;0.0
40265;0.0
40266;0.0
40267;0.0
40268;0.0
40269;0.0
40270;0.0
40271;0.0
40272;0.0
40273;0.0
40274;0.0
40275;0.0
40276;0.0
40277;0.0
40278;0.0
40279;0.0
40280;0.0
40281;0.0
40297;0.0
40298;0.0
40318;0.0
40319;0.0
40320;0.0
40321;0.0
40322;0.0
40323;0.0
40324;0.0
40325;0.0
40326;0.0
40327;0.0
40328;0.0
40329;0.0
40330;0.0
40331;0.0
40332;0.0
40333;0.0
40334;0.0
40335;0.0
40336;0.0
40337;0.0
40338;0.0
40339;0.0
40340;0.0
40341;0.0
40342;0.0
40343;0.0
40344;0.70197031482651
40345;9.4996301396549
40346;0.0
40347;0.0
40348;0.0
40349;0.0
40350;0.0
40351;0.0
40352;0.0
40353;0.0
40354;0.0
40355;0.0
40366;0.0
40368;0.0
40369;0.0
40388;0.0
40389;0.0
40390;0.0
40391;0.0
40392;0.0
40393;0.0
40394;0.0
40395;0.0
40396;0.0
40397;0.0
40398;0.0
40399;0.0
40400;0.0
40401;0.0
40402;0.0
40403;0.0
40404;0.0
40405;0.0
40406;0.0
40407;0.0
40408;0.0
40409;0.0
40410;0.0
40411;0.0
40412;0.0
40413;0.0
40414;0.0
40415;0.0
40416;0.0
40417;0.0
40418;0.0
40419;0.0
40420;1.7750201185528
40421;0.1006737524879
40422;0.0
40423;0.0
40424;0.0
40425;0.0
40426;0.0
40427;0.0
40441;0.0
40443;0.0
40444;0.0
40445;0.0
40447;0.0
40464;0.0
40465;0.0
40466;0.0
40467;0.0
40468;0.0
40469;0.0
40470;0.0
40471;0.0
40472;0.0
40473;0.0
40474;0.0
40475;0.0
40476;0.0
40477;0.0
40478;0.0
40479;0.0
40480;0.0
40481;0.0
40482;0.0
40483;0.0
40484;0.0
40485;0.0
40486;0.0
40487;0.0
40488;0.0
40489;0.0
40490;0.0
40491;0.0
40492;0.0
40493;0.0
40494;7.8710586155305
40495;4.3000923168904
40496;0.20360666152509
40497;0.0
40498;0.0
40499;0.0
40500;0.0
40501;0.0
40515;0.0
40516;0.0
40517;0.0
40518;0.0
40519;0.0
40520;0.0
40535;0.0
40536;0.0
40537;0.0
40538;0.0
40539;0.0
40540;0.0
40541;0.0
40542;0.0
40543;0.0
40544;0.0
40545;0.0
40546;0.0
40547;0.0
40548;0.0
40549;0.0
40550;0.0
40551;0.0
40552;0.0
40553;0.0
40554;0.0
40555;0.0
40556;0.0
40557;0.0
40558;0.0
40559;0.0
40560;0.0
40561;0.0
40562;2.8883568273563
40563;10.995296210259
40564;0.0
40565;0.0
